"","cntry","gndr","crmvct","brncntr","Universalism","Security","marital1","ageadlt1","ageoage1","agea1","agemage1","eduyrs1"
"27771","Norway","Male","No","Yes",4,5,"Legally married",23,60,36,50,17
"27772","Norway","Male","No","Yes",3.33333333333333,4,"NEVER married",20,65,23,50,12
"27774","Norway","Female","No","No",3.66666666666667,4,"Legally married",30,70,54,55,17
"27775","Norway","Male","No","Yes",3.66666666666667,2,"NEVER married",18,70,20,45,13
"27776","Norway","Female","No","No",4,4.5,"Legally married",25,70,49,50,17
"27777","Norway","Female","No","Yes",4.33333333333333,4,"Legally married",20,70,28,50,14
"27778","Norway","Male","No","Yes",3,2.5,"Legally married",28,70,52,45,12
"27779","Norway","Male","No","Yes",4.33333333333333,4,"Legally married",18,70,60,45,10
"27780","Norway","Female","Yes","Yes",3,3,"Divorced",20,75,45,50,12
"27781","Norway","Male","No","Yes",4.33333333333333,5,"NEVER married",20,75,60,60,10
"27782","Norway","Female","No","Yes",3.66666666666667,1,"Legally married",17,80,47,50,14
"27784","Norway","Male","No","Yes",5,5,"NEVER married",25,70,41,45,21
"27785","Norway","Female","No","Yes",4.33333333333333,3.5,"NEVER married",18,80,65,50,14
"27786","Norway","Male","Yes","Yes",3,2.5,"Legally married",20,65,75,45,4
"27787","Norway","Male","No","Yes",4,4,"Legally married",20,75,48,45,15
"27790","Norway","Female","No","Yes",4.66666666666667,5,"Divorced",20,80,51,60,13
"27791","Norway","Female","No","Yes",4,1.5,"NEVER married",17,70,17,50,12
"27792","Norway","Male","Yes","Yes",3.33333333333333,1.5,"NEVER married",22,75,26,50,16
"27793","Norway","Female","No","Yes",3.66666666666667,3,"Divorced",30,80,46,40,18
"27794","Norway","Female","No","Yes",4.33333333333333,2,"NEVER married",27,67,21,40,13
"27795","Norway","Male","Yes","Yes",3.66666666666667,2.5,"Legally married",18,80,52,50,16
"27796","Norway","Female","Yes","Yes",3,3,"NEVER married",25,70,24,40,16
"27797","Norway","Male","Yes","Yes",3,2,"Legally married",30,75,40,50,16
"27799","Norway","Male","Yes","Yes",4.33333333333333,2.5,"Divorced",20,70,41,50,18
"27800","Norway","Male","No","Yes",3.66666666666667,2.5,"Legally married",19,75,45,55,15
"27801","Norway","Male","Yes","Yes",3.66666666666667,3,"Legally married",22,70,47,40,15
"27802","Norway","Male","No","Yes",3,2.5,"Legally married",22,70,42,50,15
"27803","Norway","Male","Yes","Yes",3,2.5,"Legally married",18,67,40,45,18
"27804","Norway","Female","No","Yes",3.33333333333333,2,"Legally married",23,90,58,60,15
"27805","Norway","Male","No","Yes",3.66666666666667,2.5,"Legally married",18,75,64,45,17
"27806","Norway","Male","Yes","No",4.66666666666667,1.5,"Legally married",18,65,45,40,23
"27808","Norway","Male","No","Yes",4,4,"Legally married",20,65,56,45,13
"27809","Norway","Male","No","Yes",3,2,"Divorced",18,70,49,40,13
"27810","Norway","Female","No","Yes",4.33333333333333,4,"Legally married",18,70,37,50,16
"27811","Norway","Male","No","Yes",3.66666666666667,3.5,"Divorced",22,70,56,50,10
"27812","Norway","Female","Yes","Yes",3.33333333333333,3.5,"NEVER married",16,60,19,35,12
"27813","Norway","Female","No","Yes",3.66666666666667,3.5,"Legally married",22,70,47,50,18
"27815","Norway","Male","No","Yes",3.66666666666667,3,"Divorced",27,70,43,50,13
"27816","Norway","Male","No","Yes",3.33333333333333,3.5,"Divorced",18,60,49,43,16
"27817","Norway","Male","Yes","Yes",3.66666666666667,3,"Divorced",25,80,57,50,17
"27818","Norway","Female","No","Yes",4.33333333333333,3,"Divorced",20,75,78,55,13
"27819","Norway","Male","No","Yes",3.66666666666667,2,"Divorced",20,70,46,50,18
"27820","Norway","Male","Yes","Yes",3,3.5,"Legally married",18,75,50,50,17
"27822","Norway","Female","No","Yes",4.33333333333333,3.5,"NEVER married",20,70,20,40,12
"27823","Norway","Female","No","Yes",3,3,"Legally married",25,80,43,50,15
"27824","Norway","Male","No","Yes",4,2.5,"Legally married",20,75,59,45,14
"27825","Norway","Female","No","Yes",3.33333333333333,2.5,"NEVER married",20,75,60,55,14
"27826","Norway","Male","No","Yes",4.33333333333333,2.5,"Legally married",25,70,39,50,17
"27827","Norway","Male","No","Yes",4,3,"NEVER married",25,60,33,45,15
"27828","Norway","Male","No","Yes",3.33333333333333,2.5,"Legally married",20,70,41,40,12
"27829","Norway","Male","No","Yes",2.66666666666667,3,"Legally married",18,70,61,55,10
"27830","Norway","Female","No","Yes",4,4.5,"Legally married",22,70,85,50,12
"27831","Norway","Female","No","Yes",4,3.5,"Legally married",18,80,54,55,14
"27832","Norway","Female","No","No",4,5,"Legally married",18,70,38,40,15
"27834","Norway","Female","No","Yes",3.66666666666667,3,"Legally married",25,80,38,45,17
"27835","Norway","Male","No","Yes",3.33333333333333,1,"Legally married",18,75,76,50,16
"27837","Norway","Female","No","Yes",3.33333333333333,4.5,"NEVER married",35,80,17,55,10
"27838","Norway","Male","No","Yes",3.66666666666667,1.5,"NEVER married",27,65,31,50,12
"27839","Norway","Male","No","Yes",4,2.5,"Legally married",20,80,77,50,12
"27840","Norway","Female","No","Yes",2.66666666666667,4.5,"Legally married",25,75,38,55,13
"27841","Norway","Male","No","Yes",3.33333333333333,3.5,"Legally married",18,55,40,40,17
"27842","Norway","Male","No","Yes",4.66666666666667,3,"Divorced",18,70,60,50,17
"27843","Norway","Male","No","Yes",4,4,"Legally married",28,75,65,55,14
"27844","Norway","Male","Yes","Yes",4.33333333333333,2,"Legally married",20,60,30,45,16
"27845","Norway","Male","No","Yes",3.66666666666667,3,"Legally married",18,100,73,50,9
"27846","Norway","Male","No","Yes",3,2.5,"Legally married",20,60,38,40,17
"27847","Norway","Female","No","Yes",3.66666666666667,3,"Legally married",20,75,53,65,14
"27848","Norway","Female","No","Yes",4.33333333333333,3,"NEVER married",20,65,15,45,9
"27850","Norway","Female","No","Yes",4.33333333333333,3,"Legally married",18,77,44,48,18
"27851","Norway","Female","No","No",4,4.5,"Legally married",18,75,65,50,12
"27853","Norway","Female","No","Yes",3.33333333333333,2,"NEVER married",20,70,25,35,15
"27854","Norway","Male","Yes","Yes",3.33333333333333,3.5,"NEVER married",15,65,16,40,10
"27855","Norway","Female","No","Yes",3.66666666666667,5,"NEVER married",18,80,15,65,9
"27856","Norway","Male","No","Yes",3.66666666666667,2.5,"Legally married",18,65,29,35,15
"27857","Norway","Female","No","Yes",5,5,"Widowed",20,75,75,50,11
"27858","Norway","Male","No","Yes",4.66666666666667,3,"Legally married",18,65,49,45,18
"27860","Norway","Female","No","Yes",3.33333333333333,4.5,"Widowed",20,85,77,60,13
"27861","Norway","Female","Yes","Yes",4.33333333333333,3,"NEVER married",20,65,41,45,15
"27863","Norway","Male","No","No",4,4.5,"Divorced",25,65,34,38,18
"27865","Norway","Female","Yes","Yes",2,1.5,"Legally married",30,65,60,55,12
"27866","Norway","Female","No","No",4,5,"Legally married",22,60,48,37,11
"27867","Norway","Male","Yes","Yes",3.33333333333333,2.5,"Divorced",18,70,60,45,16
"27869","Norway","Female","No","Yes",4.33333333333333,3.5,"Divorced",20,65,37,40,17
"27871","Norway","Male","No","Yes",4,3.5,"Legally married",25,67,44,45,15
"27872","Norway","Female","No","Yes",3.33333333333333,2.5,"Legally married",20,75,49,60,15
"27873","Norway","Female","No","Yes",3.33333333333333,4,"Divorced",21,70,45,55,15
"27874","Norway","Female","No","Yes",4.66666666666667,3,"NEVER married",19,65,18,40,12
"27877","Norway","Female","No","Yes",3.66666666666667,1.5,"Legally married",20,80,48,50,17
"27879","Norway","Female","No","Yes",3.66666666666667,4.5,"Legally married",20,67,83,50,8
"27880","Norway","Female","No","No",4.66666666666667,4.5,"NEVER married",25,70,20,45,15
"27881","Norway","Male","No","Yes",3.33333333333333,3.5,"NEVER married",18,55,17,30,11
"27882","Norway","Female","No","Yes",4.33333333333333,3,"Legally married",23,70,33,55,17
"27883","Norway","Male","No","Yes",4,0.5,"Legally married",18,70,48,40,21
"27884","Norway","Female","Yes","Yes",4,4.5,"Legally married",20,75,53,50,17
"27885","Norway","Male","No","Yes",2.66666666666667,1.5,"Widowed",19,70,74,50,13
"27887","Norway","Female","No","Yes",4.33333333333333,4,"Divorced",20,70,43,50,14
"27888","Norway","Male","Yes","Yes",2.66666666666667,2.5,"NEVER married",26,60,19,40,13
"27891","Norway","Male","No","Yes",3.66666666666667,3.5,"Legally married",17,60,62,40,17
"27892","Norway","Male","No","Yes",3,1.5,"Legally married",30,70,47,50,12
"27893","Norway","Male","No","No",4,1.5,"NEVER married",26,65,31,45,9
"27894","Norway","Female","No","Yes",4.66666666666667,5,"Divorced",26,70,41,60,14
"27895","Norway","Female","No","Yes",4,2.5,"Legally married",20,80,40,50,12
"27896","Norway","Female","No","Yes",4.66666666666667,4.5,"Legally married",30,70,28,50,15
"27897","Norway","Female","No","Yes",3.66666666666667,4,"Legally married",20,80,67,40,8
"27898","Norway","Male","No","Yes",3.66666666666667,1,"NEVER married",25,68,34,50,18
"27899","Norway","Female","No","Yes",4.33333333333333,3.5,"NEVER married",20,70,15,38,9
"27900","Norway","Male","No","Yes",2.66666666666667,2.5,"Legally married",18,70,52,50,13
"27901","Norway","Female","No","Yes",4.33333333333333,5,"Legally married",25,80,63,55,11
"27902","Norway","Female","Yes","Yes",3,4,"Divorced",18,70,47,50,12
"27903","Norway","Male","No","Yes",2.66666666666667,3.5,"Legally married",17,80,48,40,13
"27904","Norway","Female","No","Yes",3,1,"Legally married",30,70,28,50,15
"27905","Norway","Male","No","Yes",3.66666666666667,2,"Legally married",18,70,63,50,25
"27906","Norway","Male","No","Yes",2,3.5,"Divorced",25,75,49,50,10
"27907","Norway","Female","No","Yes",5,3.5,"Divorced",22,75,45,50,21
"27909","Norway","Female","No","Yes",5,4,"Divorced",20,65,38,40,9
"27910","Norway","Female","Yes","Yes",3.66666666666667,3.5,"Legally married",25,70,49,55,13
"27911","Norway","Male","No","Yes",3.66666666666667,0.5,"Legally married",18,60,46,40,16
"27913","Norway","Female","No","Yes",3,4.5,"Legally married",18,70,60,50,9
"27915","Norway","Female","Yes","No",3.66666666666667,2.5,"NEVER married",18,70,19,40,13
"27916","Norway","Female","No","Yes",4,3.5,"Divorced",30,75,33,60,12
"27917","Norway","Male","No","Yes",3.33333333333333,2.5,"Divorced",20,65,40,50,14
"27918","Norway","Female","No","Yes",2.33333333333333,3,"Legally married",22,70,49,50,17
"27919","Norway","Female","No","Yes",5,5,"Widowed",20,80,89,50,7
"27920","Norway","Female","No","Yes",4,4.5,"NEVER married",30,70,43,50,16
"27921","Norway","Male","No","Yes",3.33333333333333,4,"Divorced",17,70,53,40,13
"27922","Norway","Female","No","Yes",4.33333333333333,3.5,"Legally married",22,70,52,50,9
"27923","Norway","Female","Yes","Yes",3.33333333333333,3,"Legally married",20,70,46,50,14
"27924","Norway","Female","No","Yes",3,1.5,"NEVER married",20,75,22,55,13
"27925","Norway","Female","No","Yes",4,2.5,"Legally married",23,80,39,57,16
"27926","Norway","Female","No","Yes",4,2,"Divorced",17,70,68,50,10
"27927","Norway","Male","No","Yes",2.33333333333333,3.5,"NEVER married",25,60,29,45,14
"27928","Norway","Male","No","Yes",1.66666666666667,2.5,"NEVER married",20,65,34,40,15
"27929","Norway","Male","No","Yes",3.66666666666667,3,"NEVER married",18,50,19,40,12
"27930","Norway","Male","No","Yes",3.66666666666667,3.5,"Divorced",25,65,23,40,15
"27931","Norway","Female","No","No",2.33333333333333,5,"Legally married",25,75,41,40,17
"27932","Norway","Female","No","Yes",5,4,"NEVER married",30,80,39,40,18
"27933","Norway","Female","No","Yes",3.33333333333333,4.5,"Widowed",13,94,93,60,7
"27934","Norway","Female","No","Yes",4,3.5,"NEVER married",20,65,42,40,13
"27935","Norway","Male","No","Yes",3.66666666666667,3.5,"NEVER married",18,65,28,45,15
"27936","Norway","Male","No","Yes",3.66666666666667,2,"Divorced",30,75,50,50,12
"27937","Norway","Female","No","Yes",3.66666666666667,2.5,"Divorced",17,65,44,45,14
"27938","Norway","Male","Yes","Yes",4.66666666666667,3,"NEVER married",18,45,15,30,9
"27939","Norway","Male","No","Yes",4.66666666666667,2,"NEVER married",17,50,30,35,17
"27940","Norway","Male","No","Yes",3.66666666666667,2.5,"Legally married",20,70,36,50,18
"27943","Norway","Male","No","Yes",4,3,"Legally married",18,60,53,40,13
"27944","Norway","Male","No","Yes",2.33333333333333,3,"Legally married",18,60,38,45,12
"27945","Norway","Male","No","Yes",4,2,"Divorced",20,80,56,60,12
"27946","Norway","Female","No","Yes",4.33333333333333,3.5,"Divorced",30,75,62,65,14
"27947","Norway","Female","No","Yes",4,2.5,"NEVER married",20,55,17,40,11
"27948","Norway","Female","No","Yes",3.33333333333333,4,"NEVER married",30,70,17,50,11
"27950","Norway","Male","No","Yes",3,3,"Legally married",20,72,49,50,14
"27952","Norway","Male","No","Yes",3.66666666666667,4,"Legally married",20,60,48,45,10
"27954","Norway","Female","No","Yes",4.33333333333333,4.5,"Legally married",25,70,40,55,18
"27955","Norway","Female","Yes","Yes",4.33333333333333,4,"Widowed",20,75,77,50,13
"27956","Norway","Male","No","Yes",3.33333333333333,3,"Legally married",18,67,42,40,19
"27957","Norway","Male","No","No",4.66666666666667,4.5,"Widowed",16,60,68,35,14
"27958","Norway","Female","No","Yes",4.33333333333333,4.5,"Legally married",25,70,70,55,7
"27959","Norway","Female","No","Yes",1.33333333333333,1.5,"Divorced",25,70,40,50,17
"27960","Norway","Male","No","Yes",2.66666666666667,1,"Legally married",20,75,47,45,17
"27963","Norway","Male","No","Yes",2,3.5,"Legally married",18,75,68,45,12
"27964","Norway","Male","Yes","Yes",3.66666666666667,3.5,"NEVER married",26,70,31,50,20
"27965","Norway","Male","Yes","Yes",2.66666666666667,3.5,"Legally married",20,80,67,50,14
"27966","Norway","Female","No","Yes",4.33333333333333,4.5,"NEVER married",25,70,63,55,10
"27967","Norway","Female","No","Yes",4,4.5,"Legally married",20,70,47,45,16
"27968","Norway","Female","No","Yes",4.66666666666667,5,"NEVER married",22,70,58,55,9
"27970","Norway","Male","No","Yes",3.33333333333333,3.5,"Legally married",30,60,32,45,14
"27972","Norway","Female","No","Yes",3.66666666666667,5,"Legally married",20,75,64,60,12
"27974","Norway","Female","No","Yes",3.33333333333333,4,"Legally married",25,70,28,40,16
"27975","Norway","Male","No","Yes",3.66666666666667,4,"Legally married",20,66,74,43,7
"27977","Norway","Female","Yes","Yes",4.33333333333333,2.5,"Divorced",20,75,55,50,17
"27978","Norway","Male","No","Yes",4,4,"NEVER married",20,67,20,55,14
"27980","Norway","Female","No","Yes",4,4.5,"Legally married",20,70,58,55,12
"27981","Norway","Female","No","Yes",4.33333333333333,5,"Legally married",23,67,42,55,14
"27982","Norway","Male","No","Yes",4,4,"Legally married",24,65,59,45,17
"27983","Norway","Female","No","Yes",4.33333333333333,4.5,"NEVER married",20,70,21,55,13
"27984","Norway","Male","No","Yes",3.33333333333333,4,"Legally married",25,75,62,50,13
"27985","Norway","Male","Yes","Yes",3.33333333333333,3.5,"Legally married",20,60,50,40,14
"27986","Norway","Male","Yes","Yes",4,1.5,"Legally married",19,60,58,35,17
"27987","Norway","Male","No","Yes",3.66666666666667,2.5,"NEVER married",20,75,46,45,18
"27988","Norway","Female","No","Yes",2.33333333333333,3.5,"Legally married",35,80,56,60,16
"27989","Norway","Male","No","Yes",4,3.5,"Legally married",20,60,49,40,10
"27990","Norway","Male","Yes","Yes",2.66666666666667,2.5,"NEVER married",20,60,33,40,13
"27991","Norway","Female","Yes","Yes",4,3,"NEVER married",25,70,17,50,11
"27993","Norway","Male","No","Yes",3,3,"Legally married",23,65,35,40,15
"27994","Norway","Female","Yes","Yes",4.33333333333333,4.5,"Widowed",22,80,56,50,19
"27996","Norway","Male","Yes","Yes",4,3.5,"NEVER married",22,65,33,45,19
"27997","Norway","Female","No","No",4.66666666666667,3,"Legally married",19,65,58,40,22
"27998","Norway","Male","No","Yes",4,3.5,"Legally married",16,51,78,35,15
"27999","Norway","Male","Yes","Yes",2.66666666666667,2.5,"NEVER married",20,60,26,35,13
"28000","Norway","Female","No","Yes",3,1.5,"Divorced",20,50,61,45,15
"28002","Norway","Male","No","Yes",3.66666666666667,1.5,"NEVER married",19,55,40,40,18
"28003","Norway","Male","No","Yes",2.66666666666667,2,"Legally married",18,60,31,45,17
"28004","Norway","Male","No","Yes",4,2.5,"Legally married",20,75,44,50,21
"28005","Norway","Female","No","Yes",2,2.5,"NEVER married",22,80,17,40,11
"28006","Norway","Male","Yes","Yes",3.66666666666667,2,"NEVER married",20,67,34,40,20
"28007","Norway","Male","No","No",4.66666666666667,4,"NEVER married",20,70,32,45,25
"28009","Norway","Female","Yes","Yes",3.66666666666667,3,"Widowed",18,70,89,50,10
"28010","Norway","Male","No","Yes",3,1.5,"Legally married",24,72,36,52,16
"28011","Norway","Female","No","Yes",4,3.5,"Divorced",20,70,30,50,18
"28012","Norway","Female","Yes","Yes",4,3.5,"Widowed",15,80,78,50,16
"28013","Norway","Female","Yes","Yes",3.66666666666667,5,"Legally married",20,35,19,60,12
"28014","Norway","Female","No","No",4,0.5,"Legally married",25,70,37,50,17
"28015","Norway","Male","No","Yes",4,3,"Legally married",18,60,52,35,11
"28016","Norway","Male","No","Yes",4.66666666666667,3,"Legally married",18,75,80,50,20
"28017","Norway","Female","Yes","Yes",4.33333333333333,2.5,"NEVER married",25,70,30,55,16
"28018","Norway","Female","No","Yes",4,2.5,"Legally married",16,80,38,50,19
"28019","Norway","Female","No","Yes",3.66666666666667,2.5,"Legally married",27,70,37,45,21
"28020","Norway","Male","Yes","Yes",3.33333333333333,2,"Legally married",25,60,49,40,9
"28021","Norway","Female","No","Yes",3.33333333333333,3.5,"NEVER married",23,65,45,55,16
"28022","Norway","Male","No","Yes",3,1.5,"NEVER married",25,70,31,50,17
"28023","Norway","Male","No","Yes",3.66666666666667,4,"Divorced",18,65,28,45,17
"28024","Norway","Male","No","Yes",4.66666666666667,2,"Legally married",18,65,63,45,16
"28025","Norway","Male","No","Yes",4.66666666666667,2.5,"Legally married",20,70,67,40,28
"28026","Norway","Female","No","No",4,4,"Legally married",17,75,50,45,24
"28027","Norway","Male","No","Yes",3.66666666666667,4,"NEVER married",40,70,27,55,12
"28028","Norway","Male","No","Yes",4,2,"Legally married",20,58,31,40,15
"28029","Norway","Female","Yes","Yes",2,3.5,"NEVER married",23,70,17,45,11
"28032","Norway","Male","No","Yes",3.66666666666667,1,"Legally married",20,75,64,50,18
"28033","Norway","Male","Yes","Yes",4.66666666666667,2,"Legally married",20,70,47,50,19
"28034","Norway","Female","Yes","Yes",4,1,"Divorced",25,70,40,45,12
"28035","Norway","Female","Yes","Yes",2,2.5,"NEVER married",19,70,47,50,19
"28036","Norway","Female","No","Yes",3.66666666666667,3,"Legally married",23,75,34,45,19
"28037","Norway","Male","No","Yes",3.66666666666667,2,"Legally married",18,80,82,50,20
"28038","Norway","Female","No","Yes",4,2,"Legally married",22,80,53,50,20
"28039","Norway","Male","No","Yes",3.66666666666667,5,"Widowed",25,75,90,50,11
"28040","Norway","Female","No","Yes",4.66666666666667,4.5,"NEVER married",21,75,30,55,14
"28041","Norway","Female","No","Yes",4,2,"Legally married",20,70,60,50,13
"28043","Norway","Female","No","Yes",3.33333333333333,2,"Legally married",20,80,34,50,12
"28044","Norway","Female","Yes","Yes",3,1.5,"Legally married",23,72,35,35,23
"28045","Norway","Female","Yes","Yes",4,3,"Divorced",30,80,23,50,12
"28047","Norway","Female","No","Yes",4.33333333333333,3,"Legally married",25,75,29,50,19
"28048","Norway","Female","Yes","Yes",3.66666666666667,2.5,"NEVER married",30,70,31,50,18
"28049","Norway","Female","Yes","Yes",4.33333333333333,3.5,"NEVER married",25,60,34,49,16
"28050","Norway","Female","Yes","Yes",3.66666666666667,2.5,"NEVER married",24,70,21,45,14
"28051","Norway","Female","No","Yes",4.33333333333333,3,"Legally married",20,70,30,50,18
"28052","Norway","Female","No","Yes",4.66666666666667,3,"NEVER married",18,65,27,48,17
"28053","Norway","Male","No","Yes",3.33333333333333,2.5,"NEVER married",20,65,26,45,17
"28054","Norway","Female","Yes","No",5,3.5,"Legally married",23,70,33,55,18
"28055","Norway","Female","No","Yes",4.66666666666667,5,"Divorced",20,70,36,50,19
"28056","Norway","Male","Yes","Yes",4,3.5,"Widowed",25,60,64,40,12
"28057","Norway","Female","No","Yes",3.66666666666667,3.5,"Divorced",18,80,71,65,14
"28058","Norway","Male","Yes","Yes",4.33333333333333,3,"Legally married",18,80,80,40,18
"28059","Norway","Male","No","Yes",3.66666666666667,3,"Legally married",22,75,76,50,14
"28060","Norway","Female","No","Yes",4.33333333333333,1,"Divorced",20,70,60,45,19
"28062","Norway","Male","No","Yes",4,2,"NEVER married",20,60,35,40,15
"28063","Norway","Female","No","Yes",4.33333333333333,3,"NEVER married",25,70,53,50,13
"28064","Norway","Female","Yes","Yes",4.33333333333333,3.5,"NEVER married",23,70,34,50,22
"28065","Norway","Male","Yes","No",5,1,"NEVER married",16,70,30,45,9
"28066","Norway","Male","No","No",5,3.5,"Legally married",22,45,51,35,25
"28067","Norway","Male","No","Yes",3.66666666666667,3,"NEVER married",22,55,30,40,16
"28068","Norway","Male","No","No",3,1.5,"Legally married",20,50,47,35,19
"28069","Norway","Male","Yes","Yes",3,1.5,"NEVER married",22,61,43,46,16
"28070","Norway","Male","Yes","Yes",5,4,"NEVER married",20,75,25,55,18
"28072","Norway","Male","No","Yes",3.66666666666667,3,"NEVER married",20,50,27,40,16
"28073","Norway","Male","No","Yes",3.33333333333333,2.5,"Divorced",20,70,48,55,19
"28076","Norway","Male","Yes","Yes",2.66666666666667,3.5,"Legally married",22,70,40,45,17
"28078","Norway","Female","No","Yes",3.33333333333333,3,"NEVER married",22,78,26,58,17
"28079","Norway","Female","No","Yes",3.66666666666667,2,"NEVER married",26,80,87,55,22
"28080","Norway","Female","Yes","Yes",4,2.5,"Legally married",20,70,31,50,14
"28081","Norway","Female","No","Yes",2.66666666666667,4,"Legally married",20,80,71,50,9
"28082","Norway","Female","No","Yes",3,1.5,"NEVER married",22,67,35,45,15
"28083","Norway","Female","No","Yes",4,2,"NEVER married",25,60,21,50,14
"28084","Norway","Male","Yes","Yes",4,3,"NEVER married",23,72,40,45,21
"28085","Norway","Female","No","No",4.33333333333333,1,"Divorced",20,60,50,40,24
"28087","Norway","Female","No","Yes",2.66666666666667,2.5,"NEVER married",21,70,31,45,19
"28088","Norway","Female","Yes","No",4.33333333333333,4.5,"NEVER married",18,70,24,50,14
"28089","Norway","Female","No","Yes",3.66666666666667,3.5,"Legally married",20,65,37,45,16
"28090","Norway","Female","No","Yes",2.33333333333333,4.5,"NEVER married",16,70,28,50,16
"28091","Norway","Male","Yes","Yes",3,2.5,"NEVER married",24,60,26,40,14
"28092","Norway","Male","No","Yes",5,1,"NEVER married",20,80,56,55,26
"28093","Norway","Male","No","Yes",4,4,"Legally married",20,75,89,50,7
"28094","Norway","Female","Yes","Yes",3,4,"Legally married",30,75,26,45,12
"28096","Norway","Male","No","Yes",3.66666666666667,2.5,"NEVER married",19,60,17,50,11
"28097","Norway","Male","No","Yes",4.33333333333333,4.5,"Legally married",20,70,53,40,17
"28098","Norway","Female","No","Yes",3.33333333333333,2.5,"NEVER married",20,70,33,50,17
"28099","Norway","Male","No","Yes",3.33333333333333,4,"NEVER married",25,65,35,45,20
"28100","Norway","Female","Yes","Yes",1.66666666666667,1,"NEVER married",25,70,20,50,14
"28103","Norway","Male","No","Yes",3.66666666666667,3.5,"NEVER married",20,65,36,45,13
"28104","Norway","Female","No","Yes",2,1,"Legally married",20,70,62,45,12
"28105","Norway","Female","Yes","Yes",3,4,"NEVER married",18,70,36,50,14
"28106","Norway","Male","No","Yes",4,4,"Legally married",20,70,39,40,12
"28107","Norway","Male","Yes","Yes",3,4,"NEVER married",22,65,22,40,14
"28109","Norway","Female","No","Yes",2.66666666666667,4,"NEVER married",20,70,32,50,18
"28110","Norway","Male","No","Yes",3,3,"Divorced",18,70,42,45,16
"28111","Norway","Female","No","Yes",4.66666666666667,4,"NEVER married",20,70,38,50,16
"28113","Norway","Female","Yes","Yes",4,2,"Legally married",25,70,64,50,14
"28114","Norway","Female","No","Yes",4.33333333333333,4,"Legally married",21,72,60,50,8
"28115","Norway","Male","No","Yes",3.66666666666667,4,"Legally married",18,70,34,50,14
"28116","Norway","Female","Yes","Yes",4.33333333333333,3,"Divorced",20,75,44,55,18
"28117","Norway","Male","No","Yes",4.66666666666667,3,"Legally married",21,75,54,55,19
"28118","Norway","Female","No","Yes",4.33333333333333,3.5,"NEVER married",19,70,17,50,11
"28120","Norway","Female","No","Yes",4.33333333333333,2.5,"NEVER married",18,80,18,50,12
"28121","Norway","Female","Yes","Yes",4.66666666666667,2.5,"Legally married",18,70,61,40,20
"28122","Norway","Female","Yes","Yes",4,4.5,"Divorced",20,75,50,55,3
"28123","Norway","Female","No","Yes",4,3.5,"NEVER married",25,70,18,55,11
"28124","Norway","Male","Yes","Yes",2.66666666666667,3.5,"NEVER married",22,75,37,50,18
"28125","Norway","Female","No","Yes",4.33333333333333,5,"Widowed",18,80,88,60,7
"28127","Norway","Female","No","Yes",4.33333333333333,2.5,"Widowed",22,75,48,60,18
"28128","Norway","Female","No","Yes",4.66666666666667,3,"Legally married",20,80,33,50,20
"28129","Norway","Female","No","Yes",4,3,"Widowed",18,75,80,50,11
"28131","Norway","Female","No","Yes",3.66666666666667,3.5,"Legally married",35,70,36,50,11
"28132","Norway","Female","No","Yes",4.66666666666667,3.5,"Legally married",20,70,34,50,18
"28133","Norway","Male","No","Yes",4.66666666666667,3,"Divorced",30,80,52,50,19
"28134","Norway","Female","Yes","Yes",3.33333333333333,5,"Legally married",18,80,72,60,17
"28135","Norway","Female","No","No",4.33333333333333,3.5,"Divorced",19,75,47,45,11
"28136","Norway","Male","No","No",5,5,"Legally married",18,60,38,40,9
"28138","Norway","Male","No","Yes",4,4,"Legally married",20,75,52,50,11
"28139","Norway","Female","Yes","Yes",1.33333333333333,1,"NEVER married",25,70,33,55,15
"28140","Norway","Male","No","Yes",4,4.5,"NEVER married",16,90,16,35,10
"28141","Norway","Male","No","Yes",3.66666666666667,3.5,"Legally married",18,70,67,45,17
"28142","Norway","Male","No","Yes",4.33333333333333,4,"Legally married",17,70,74,35,11
"28143","Norway","Male","Yes","Yes",4.33333333333333,5,"NEVER married",20,55,24,30,17
"28144","Norway","Male","Yes","No",4.33333333333333,5,"Legally married",35,60,46,40,18
"28145","Norway","Male","No","Yes",2.33333333333333,2.5,"Widowed",30,70,60,40,14
"28146","Norway","Female","No","Yes",3,2,"NEVER married",23,67,45,50,15
"28147","Norway","Male","No","Yes",3.66666666666667,2.5,"Legally married",30,70,51,50,10
"28148","Norway","Female","Yes","No",3.33333333333333,3,"Legally married",18,67,48,55,15
"28149","Norway","Female","Yes","Yes",4.66666666666667,4,"Legally married",30,70,31,45,19
"28150","Norway","Female","No","Yes",4.66666666666667,2.5,"Divorced",35,90,55,70,8
"28154","Norway","Female","No","Yes",2,1.5,"Widowed",18,70,68,45,15
"28155","Norway","Female","No","Yes",3.66666666666667,2.5,"Divorced",25,75,49,45,19
"28156","Norway","Male","Yes","Yes",2,2.5,"Legally married",25,70,58,50,20
"28157","Norway","Male","No","Yes",3.66666666666667,4,"Legally married",18,70,67,50,12
"28158","Norway","Male","No","Yes",4,2.5,"Divorced",25,70,44,45,14
"28159","Norway","Female","No","Yes",3.33333333333333,3.5,"NEVER married",18,60,47,45,12
"28161","Norway","Female","No","Yes",5,3,"Widowed",18,80,97,70,15
"28162","Norway","Female","No","Yes",4.33333333333333,4.5,"Legally married",18,70,70,50,12
